SUBMERCADO;PERIODO_COMERCIALIZACAO;PLD_HORA;DATAHORA
NORTE;622;62.05;2025-01-26 21:00:00
SUDESTE;622;62.9;2025-01-26 21:00:00
SUL;622;62.9;2025-01-26 21:00:00
NORDESTE;623;61.89;2025-01-26 22:00:00
NORTE;623;61.85;2025-01-26 22:00:00
SUDESTE;623;62.04;2025-01-26 22:00:00
SUL;623;62.04;2025-01-26 22:00:00
NORDESTE;624;61.02;2025-01-26 23:00:00
NORTE;624;60.98;2025-01-26 23:00:00
SUDESTE;624;61.04;2025-01-26 23:00:00
SUL;624;61.05;2025-01-26 23:00:00
NORDESTE;625;58.6;2025-01-27 00:00:00
NORTE;625;58.6;2025-01-27 00:00:00
SUDESTE;625;58.6;2025-01-27 00:00:00
SUL;625;58.6;2025-01-27 00:00:00
NORDESTE;626;58.6;2025-01-27 01:00:00
NORTE;626;58.6;2025-01-27 01:00:00
SUDESTE;626;58.6;2025-01-27 01:00:00
SUL;626;58.6;2025-01-27 01:00:00
NORDESTE;627;58.6;2025-01-27 02:00:00
NORTE;627;58.6;2025-01-27 02:00:00
SUDESTE;627;58.6;2025-01-27 02:00:00
SUL;627;58.6;2025-01-27 02:00:00
NORDESTE;628;58.6;2025-01-27 03:00:00
NORTE;628;58.6;2025-01-27 03:00:00
SUDESTE;628;58.6;2025-01-27 03:00:00
SUL;628;58.6;2025-01-27 03:00:00
NORDESTE;629;58.6;2025-01-27 04:00:00
NORTE;629;58.6;2025-01-27 04:00:00
SUDESTE;629;58.6;2025-01-27 04:00:00
SUL;629;58.6;2025-01-27 04:00:00
NORDESTE;630;58.6;2025-01-27 05:00:00
NORTE;630;58.6;2025-01-27 05:00:00
SUDESTE;630;58.6;2025-01-27 05:00:00
SUL;630;58.6;2025-01-27 05:00:00
NORDESTE;631;58.6;2025-01-27 06:00:00
NORTE;631;58.6;2025-01-27 06:00:00
SUDESTE;631;58.6;2025-01-27 06:00:00
SUL;631;58.6;2025-01-27 06:00:00
NORDESTE;632;58.6;2025-01-27 07:00:00
NORTE;632;58.6;2025-01-27 07:00:00
SUDESTE;632;58.6;2025-01-27 07:00:00
SUL;632;58.6;2025-01-27 07:00:00
NORDESTE;633;58.6;2025-01-27 08:00:00
NORTE;633;58.6;2025-01-27 08:00:00
SUDESTE;633;58.6;2025-01-27 08:00:00
SUL;633;58.6;2025-01-27 08:00:00
NORDESTE;634;58.6;2025-01-27 09:00:00
NORTE;634;58.6;2025-01-27 09:00:00
SUDESTE;634;58.6;2025-01-27 09:00:00
SUL;634;58.6;2025-01-27 09:00:00
NORDESTE;635;58.6;2025-01-27 10:00:00
NORTE;635;58.6;2025-01-27 10:00:00
SUDESTE;635;58.6;2025-01-27 10:00:00
SUL;635;58.6;2025-01-27 10:00:00
NORDESTE;636;58.6;2025-01-27 11:00:00
NORTE;636;58.6;2025-01-27 11:00:00
SUDESTE;636;58.6;2025-01-27 11:00:00
SUL;636;58.6;2025-01-27 11:00:00
NORDESTE;637;58.6;2025-01-27 12:00:00
NORTE;637;58.6;2025-01-27 12:00:00
SUDESTE;637;58.6;2025-01-27 12:00:00
SUL;637;58.6;2025-01-27 12:00:00
NORDESTE;638;58.6;2025-01-27 13:00:00
NORTE;638;58.6;2025-01-27 13:00:00
SUDESTE;638;58.6;2025-01-27 13:00:00
SUL;638;58.6;2025-01-27 13:00:00
NORDESTE;639;58.6;2025-01-27 14:00:00
NORTE;639;58.6;2025-01-27 14:00:00
SUDESTE;639;58.6;2025-01-27 14:00:00
SUL;639;58.6;2025-01-27 14:00:00
NORDESTE;640;58.6;2025-01-27 15:00:00
NORTE;640;58.6;2025-01-27 15:00:00
SUDESTE;640;58.6;2025-01-27 15:00:00
SUL;640;58.6;2025-01-27 15:00:00
NORDESTE;641;58.6;2025-01-27 16:00:00
NORTE;641;58.6;2025-01-27 16:00:00
SUDESTE;641;59.32;2025-01-27 16:00:00
SUL;641;59.34;2025-01-27 16:00:00
NORDESTE;642;59.97;2025-01-27 17:00:00
NORTE;642;59.93;2025-01-27 17:00:00
SUDESTE;642;59.99;2025-01-27 17:00:00
SUL;642;60.01;2025-01-27 17:00:00
NORDESTE;643;63.59;2025-01-27 18:00:00
NORTE;643;63.55;2025-01-27 18:00:00
SUDESTE;643;63.61;2025-01-27 18:00:00
SUL;643;63.62;2025-01-27 18:00:00
NORDESTE;644;66.69;2025-01-27 19:00:00
NORTE;644;66.65;2025-01-27 19:00:00
SUDESTE;644;66.71;2025-01-27 19:00:00
SUL;644;66.72;2025-01-27 19:00:00
NORDESTE;645;66.86;2025-01-27 20:00:00
NORTE;645;66.82;2025-01-27 20:00:00
SUDESTE;645;66.88;2025-01-27 20:00:00
SUL;645;66.9;2025-01-27 20:00:00
NORDESTE;646;67.0;2025-01-27 21:00:00
NORTE;646;66.96;2025-01-27 21:00:00
SUDESTE;646;67.02;2025-01-27 21:00:00
SUL;646;67.04;2025-01-27 21:00:00
NORDESTE;647;62.54;2025-01-27 22:00:00
NORTE;647;62.5;2025-01-27 22:00:00
SUDESTE;647;62.56;2025-01-27 22:00:00
SUL;647;62.58;2025-01-27 22:00:00
NORDESTE;648;59.93;2025-01-27 23:00:00
NORTE;648;59.89;2025-01-27 23:00:00
SUDESTE;648;59.95;2025-01-27 23:00:00
SUL;648;59.97;2025-01-27 23:00:00
NORDESTE;649;59.56;2025-01-28 00:00:00
NORTE;649;59.52;2025-01-28 00:00:00
SUDESTE;649;59.54;2025-01-28 00:00:00
SUL;649;59.54;2025-01-28 00:00:00
NORDESTE;650;58.6;2025-01-28 01:00:00
NORTE;650;58.6;2025-01-28 01:00:00
SUDESTE;650;58.6;2025-01-28 01:00:00
SUL;650;58.6;2025-01-28 01:00:00
NORDESTE;651;58.6;2025-01-28 02:00:00
NORTE;651;58.6;2025-01-28 02:00:00
SUDESTE;651;58.6;2025-01-28 02:00:00
SUL;651;58.6;2025-01-28 02:00:00
NORDESTE;652;58.6;2025-01-28 03:00:00
NORTE;652;58.6;2025-01-28 03:00:00
SUDESTE;652;58.6;2025-01-28 03:00:00
SUL;652;58.6;2025-01-28 03:00:00
NORDESTE;653;58.6;2025-01-28 04:00:00
NORTE;653;58.6;2025-01-28 04:00:00
SUDESTE;653;58.6;2025-01-28 04:00:00
SUL;653;58.6;2025-01-28 04:00:00
NORDESTE;654;58.6;2025-01-28 05:00:00
NORTE;654;58.6;2025-01-28 05:00:00
SUDESTE;654;58.6;2025-01-28 05:00:00
SUL;654;58.6;2025-01-28 05:00:00
NORDESTE;655;58.6;2025-01-28 06:00:00
NORTE;655;58.6;2025-01-28 06:00:00
SUDESTE;655;58.6;2025-01-28 06:00:00
SUL;655;58.6;2025-01-28 06:00:00
NORDESTE;656;58.6;2025-01-28 07:00:00
NORTE;656;58.6;2025-01-28 07:00:00
SUDESTE;656;58.6;2025-01-28 07:00:00
SUL;656;58.6;2025-01-28 07:00:00
NORDESTE;657;58.6;2025-01-28 08:00:00
NORTE;657;58.6;2025-01-28 08:00:00
SUDESTE;657;58.6;2025-01-28 08:00:00
SUL;657;58.6;2025-01-28 08:00:00
NORDESTE;658;58.6;2025-01-28 09:00:00
NORTE;658;58.6;2025-01-28 09:00:00
SUDESTE;658;58.6;2025-01-28 09:00:00
SUL;658;58.6;2025-01-28 09:00:00
NORDESTE;659;58.6;2025-01-28 10:00:00
NORTE;659;58.6;2025-01-28 10:00:00
SUDESTE;659;58.6;2025-01-28 10:00:00
SUL;659;58.6;2025-01-28 10:00:00
NORDESTE;660;58.6;2025-01-28 11:00:00
NORTE;660;58.6;2025-01-28 11:00:00
SUDESTE;660;58.6;2025-01-28 11:00:00
SUL;660;58.6;2025-01-28 11:00:00
NORDESTE;661;58.6;2025-01-28 12:00:00
NORTE;661;58.6;2025-01-28 12:00:00
SUDESTE;661;58.6;2025-01-28 12:00:00
SUL;661;58.6;2025-01-28 12:00:00
NORDESTE;662;58.6;2025-01-28 13:00:00
NORTE;662;58.6;2025-01-28 13:00:00
SUDESTE;662;58.6;2025-01-28 13:00:00
SUL;662;58.6;2025-01-28 13:00:00
NORDESTE;663;58.6;2025-01-28 14:00:00
NORTE;663;58.6;2025-01-28 14:00:00
SUDESTE;663;58.6;2025-01-28 14:00:00
SUL;663;58.6;2025-01-28 14:00:00
NORDESTE;664;58.6;2025-01-28 15:00:00
NORTE;664;58.6;2025-01-28 15:00:00
SUDESTE;664;58.6;2025-01-28 15:00:00
SUL;664;58.6;2025-01-28 15:00:00
NORDESTE;665;58.6;2025-01-28 16:00:00
NORTE;665;58.6;2025-01-28 16:00:00
SUDESTE;665;59.29;2025-01-28 16:00:00
SUL;665;59.31;2025-01-28 16:00:00
NORDESTE;666;59.82;2025-01-28 17:00:00
NORTE;666;59.78;2025-01-28 17:00:00
SUDESTE;666;59.84;2025-01-28 17:00:00
SUL;666;59.86;2025-01-28 17:00:00
NORDESTE;667;64.31;2025-01-28 18:00:00
NORTE;667;64.27;2025-01-28 18:00:00
SUDESTE;667;64.33;2025-01-28 18:00:00
SUL;667;64.33;2025-01-28 18:00:00
NORDESTE;668;64.84;2025-01-28 19:00:00
NORTE;668;64.8;2025-01-28 19:00:00
SUDESTE;668;67.63;2025-01-28 19:00:00
SUL;668;67.64;2025-01-28 19:00:00
NORDESTE;669;65.55;2025-01-28 20:00:00
NORTE;669;65.51;2025-01-28 20:00:00
SUDESTE;669;67.75;2025-01-28 20:00:00
SUL;669;67.77;2025-01-28 20:00:00
NORDESTE;670;68.22;2025-01-28 21:00:00
NORTE;670;68.18;2025-01-28 21:00:00
SUDESTE;670;68.24;2025-01-28 21:00:00
SUL;670;68.26;2025-01-28 21:00:00
NORDESTE;671;64.17;2025-01-28 22:00:00
NORTE;671;64.13;2025-01-28 22:00:00
SUDESTE;671;64.19;2025-01-28 22:00:00
SUL;671;64.21;2025-01-28 22:00:00
NORDESTE;672;60.23;2025-01-28 23:00:00
NORTE;672;60.19;2025-01-28 23:00:00
SUDESTE;672;60.25;2025-01-28 23:00:00
SUL;672;60.27;2025-01-28 23:00:00
NORDESTE;673;58.6;2025-01-29 00:00:00
NORTE;673;58.6;2025-01-29 00:00:00
SUDESTE;673;58.6;2025-01-29 00:00:00
SUL;673;58.6;2025-01-29 00:00:00
NORDESTE;674;58.6;2025-01-29 01:00:00
NORTE;674;58.6;2025-01-29 01:00:00
SUDESTE;674;58.6;2025-01-29 01:00:00
SUL;674;58.6;2025-01-29 01:00:00
NORDESTE;675;58.6;2025-01-29 02:00:00
NORTE;675;58.6;2025-01-29 02:00:00
SUDESTE;675;58.6;2025-01-29 02:00:00
SUL;675;58.6;2025-01-29 02:00:00
NORDESTE;676;58.6;2025-01-29 03:00:00
NORTE;676;58.6;2025-01-29 03:00:00
SUDESTE;676;58.6;2025-01-29 03:00:00
SUL;676;58.6;2025-01-29 03:00:00
NORDESTE;677;58.6;2025-01-29 04:00:00
NORTE;677;58.6;2025-01-29 04:00:00
SUDESTE;677;58.6;2025-01-29 04:00:00
SUL;677;58.6;2025-01-29 04:00:00
NORDESTE;678;58.6;2025-01-29 05:00:00
NORTE;678;58.6;2025-01-29 05:00:00
SUDESTE;678;58.6;2025-01-29 05:00:00
SUL;678;58.6;2025-01-29 05:00:00
NORDESTE;679;58.6;2025-01-29 06:00:00
NORTE;679;58.6;2025-01-29 06:00:00
SUDESTE;679;58.6;2025-01-29 06:00:00
SUL;679;58.6;2025-01-29 06:00:00
NORDESTE;680;58.6;2025-01-29 07:00:00
NORTE;680;58.6;2025-01-29 07:00:00
SUDESTE;680;58.6;2025-01-29 07:00:00
SUL;680;58.6;2025-01-29 07:00:00
NORDESTE;681;58.6;2025-01-29 08:00:00
NORTE;681;58.6;2025-01-29 08:00:00
SUDESTE;681;58.6;2025-01-29 08:00:00
SUL;681;58.6;2025-01-29 08:00:00
NORDESTE;682;58.6;2025-01-29 09:00:00
NORTE;682;58.6;2025-01-29 09:00:00
SUDESTE;682;58.6;2025-01-29 09:00:00
SUL;682;58.6;2025-01-29 09:00:00
NORDESTE;683;58.6;2025-01-29 10:00:00
NORTE;683;58.6;2025-01-29 10:00:00
SUDESTE;683;58.6;2025-01-29 10:00:00
SUL;683;58.6;2025-01-29 10:00:00
NORDESTE;684;58.6;2025-01-29 11:00:00
NORTE;684;58.6;2025-01-29 11:00:00
SUDESTE;684;58.6;2025-01-29 11:00:00
SUL;684;58.6;2025-01-29 11:00:00
NORDESTE;685;58.6;2025-01-29 12:00:00
NORTE;685;58.6;2025-01-29 12:00:00
SUDESTE;685;58.6;2025-01-29 12:00:00
SUL;685;58.6;2025-01-29 12:00:00
NORDESTE;686;58.6;2025-01-29 13:00:00
NORTE;686;58.6;2025-01-29 13:00:00
SUDESTE;686;58.6;2025-01-29 13:00:00
SUL;686;58.6;2025-01-29 13:00:00
NORDESTE;687;58.6;2025-01-29 14:00:00
NORTE;687;58.6;2025-01-29 14:00:00
SUDESTE;687;58.6;2025-01-29 14:00:00
SUL;687;58.6;2025-01-29 14:00:00
NORDESTE;688;58.6;2025-01-29 15:00:00
NORTE;688;58.6;2025-01-29 15:00:00
SUDESTE;688;58.6;2025-01-29 15:00:00
SUL;688;58.6;2025-01-29 15:00:00
NORDESTE;689;58.6;2025-01-29 16:00:00
NORTE;689;58.6;2025-01-29 16:00:00
SUDESTE;689;58.6;2025-01-29 16:00:00
SUL;689;58.6;2025-01-29 16:00:00
NORDESTE;690;59.27;2025-01-29 17:00:00
NORTE;690;59.23;2025-01-29 17:00:00
SUDESTE;690;59.29;2025-01-29 17:00:00
SUL;690;59.31;2025-01-29 17:00:00
NORDESTE;691;64.03;2025-01-29 18:00:00
NORTE;691;63.99;2025-01-29 18:00:00
SUDESTE;691;64.05;2025-01-29 18:00:00
SUL;691;64.05;2025-01-29 18:00:00
NORDESTE;692;69.24;2025-01-29 19:00:00
NORTE;692;69.2;2025-01-29 19:00:00
SUDESTE;692;69.26;2025-01-29 19:00:00
SUL;692;69.27;2025-01-29 19:00:00
NORDESTE;693;69.06;2025-01-29 20:00:00
NORTE;693;69.02;2025-01-29 20:00:00
SUDESTE;693;69.08;2025-01-29 20:00:00
SUL;693;69.09;2025-01-29 20:00:00
NORDESTE;694;68.73;2025-01-29 21:00:00
NORTE;694;68.69;2025-01-29 21:00:00
SUDESTE;694;68.75;2025-01-29 21:00:00
SUL;694;68.76;2025-01-29 21:00:00
NORDESTE;695;61.64;2025-01-29 22:00:00
NORTE;695;61.6;2025-01-29 22:00:00
SUDESTE;695;61.66;2025-01-29 22:00:00
SUL;695;61.68;2025-01-29 22:00:00
NORDESTE;696;59.56;2025-01-29 23:00:00
NORTE;696;59.52;2025-01-29 23:00:00
SUDESTE;696;59.58;2025-01-29 23:00:00
SUL;696;59.6;2025-01-29 23:00:00
NORDESTE;697;58.6;2025-01-30 00:00:00
NORTE;697;58.6;2025-01-30 00:00:00
SUDESTE;697;58.6;2025-01-30 00:00:00
SUL;697;58.6;2025-01-30 00:00:00
NORDESTE;698;58.6;2025-01-30 01:00:00
NORTE;698;58.6;2025-01-30 01:00:00
SUDESTE;698;58.6;2025-01-30 01:00:00
SUL;698;58.6;2025-01-30 01:00:00
NORDESTE;699;58.6;2025-01-30 02:00:00
NORTE;699;58.6;2025-01-30 02:00:00
SUDESTE;699;58.6;2025-01-30 02:00:00
SUL;699;58.6;2025-01-30 02:00:00
NORDESTE;700;58.6;2025-01-30 03:00:00
NORTE;700;58.6;2025-01-30 03:00:00
SUDESTE;700;58.6;2025-01-30 03:00:00
SUL;700;58.6;2025-01-30 03:00:00
NORDESTE;701;58.6;2025-01-30 04:00:00
NORTE;701;58.6;2025-01-30 04:00:00
SUDESTE;701;58.6;2025-01-30 04:00:00
SUL;701;58.6;2025-01-30 04:00:00
NORDESTE;702;58.6;2025-01-30 05:00:00
NORTE;702;58.6;2025-01-30 05:00:00
SUDESTE;702;58.6;2025-01-30 05:00:00
SUL;702;58.6;2025-01-30 05:00:00
NORDESTE;703;58.6;2025-01-30 06:00:00
NORTE;703;58.6;2025-01-30 06:00:00
SUDESTE;703;58.6;2025-01-30 06:00:00
SUL;703;58.6;2025-01-30 06:00:00
NORDESTE;704;58.6;2025-01-30 07:00:00
NORTE;704;58.6;2025-01-30 07:00:00
SUDESTE;704;58.6;2025-01-30 07:00:00
SUL;704;58.6;2025-01-30 07:00:00
NORDESTE;705;58.6;2025-01-30 08:00:00
NORTE;705;58.6;2025-01-30 08:00:00
SUDESTE;705;58.6;2025-01-30 08:00:00
SUL;705;58.6;2025-01-30 08:00:00
NORDESTE;706;58.6;2025-01-30 09:00:00
NORTE;706;58.6;2025-01-30 09:00:00
SUDESTE;706;58.6;2025-01-30 09:00:00
SUL;706;58.6;2025-01-30 09:00:00
NORDESTE;707;58.6;2025-01-30 10:00:00
NORTE;707;58.6;2025-01-30 10:00:00
SUDESTE;707;58.6;2025-01-30 10:00:00
SUL;707;58.6;2025-01-30 10:00:00
NORDESTE;708;58.6;2025-01-30 11:00:00
NORTE;708;58.6;2025-01-30 11:00:00
SUDESTE;708;58.6;2025-01-30 11:00:00
SUL;708;58.6;2025-01-30 11:00:00
NORDESTE;709;58.6;2025-01-30 12:00:00
NORTE;709;58.6;2025-01-30 12:00:00
SUDESTE;709;58.6;2025-01-30 12:00:00
SUL;709;58.6;2025-01-30 12:00:00
NORDESTE;710;58.6;2025-01-30 13:00:00
NORTE;710;58.6;2025-01-30 13:00:00
SUDESTE;710;58.6;2025-01-30 13:00:00
SUL;710;58.6;2025-01-30 13:00:00
NORDESTE;711;58.6;2025-01-30 14:00:00
NORTE;711;58.6;2025-01-30 14:00:00
SUDESTE;711;58.6;2025-01-30 14:00:00
SUL;711;58.6;2025-01-30 14:00:00
NORDESTE;712;58.6;2025-01-30 15:00:00
NORTE;712;58.6;2025-01-30 15:00:00
SUDESTE;712;58.6;2025-01-30 15:00:00
SUL;712;58.6;2025-01-30 15:00:00
NORDESTE;713;59.96;2025-01-30 16:00:00
NORTE;713;59.92;2025-01-30 16:00:00
SUDESTE;713;59.98;2025-01-30 16:00:00
SUL;713;60.0;2025-01-30 16:00:00
NORDESTE;714;60.33;2025-01-30 17:00:00
NORTE;714;60.29;2025-01-30 17:00:00
SUDESTE;714;60.35;2025-01-30 17:00:00
SUL;714;60.37;2025-01-30 17:00:00
NORDESTE;715;60.58;2025-01-30 18:00:00
NORTE;715;60.54;2025-01-30 18:00:00
SUDESTE;715;60.6;2025-01-30 18:00:00
SUL;715;60.61;2025-01-30 18:00:00
NORDESTE;716;63.19;2025-01-30 19:00:00
NORTE;716;63.15;2025-01-30 19:00:00
SUDESTE;716;63.21;2025-01-30 19:00:00
SUL;716;63.21;2025-01-30 19:00:00
NORDESTE;717;63.23;2025-01-30 20:00:00
NORTE;717;63.19;2025-01-30 20:00:00
SUDESTE;717;63.25;2025-01-30 20:00:00
SUL;717;63.25;2025-01-30 20:00:00
NORDESTE;718;63.57;2025-01-30 21:00:00
NORTE;718;63.53;2025-01-30 21:00:00
SUDESTE;718;63.59;2025-01-30 21:00:00
SUL;718;63.59;2025-01-30 21:00:00
NORDESTE;719;62.71;2025-01-30 22:00:00
NORTE;719;62.67;2025-01-30 22:00:00
SUDESTE;719;62.73;2025-01-30 22:00:00
SUL;719;62.73;2025-01-30 22:00:00
NORDESTE;720;60.17;2025-01-30 23:00:00
NORTE;720;60.13;2025-01-30 23:00:00
SUDESTE;720;60.17;2025-01-30 23:00:00
SUL;720;60.19;2025-01-30 23:00:00
NORDESTE;721;58.62;2025-01-31 00:00:00
NORTE;721;58.6;2025-01-31 00:00:00
SUDESTE;721;58.61;2025-01-31 00:00:00
SUL;721;58.61;2025-01-31 00:00:00
NORDESTE;722;58.6;2025-01-31 01:00:00
NORTE;722;58.6;2025-01-31 01:00:00
SUDESTE;722;58.6;2025-01-31 01:00:00
SUL;722;58.6;2025-01-31 01:00:00
NORDESTE;723;58.6;2025-01-31 02:00:00
NORTE;723;58.6;2025-01-31 02:00:00
SUDESTE;723;58.6;2025-01-31 02:00:00
SUL;723;58.6;2025-01-31 02:00:00
NORDESTE;724;58.6;2025-01-31 03:00:00
NORTE;724;58.6;2025-01-31 03:00:00
SUDESTE;724;58.6;2025-01-31 03:00:00
SUL;724;58.6;2025-01-31 03:00:00
NORDESTE;725;58.6;2025-01-31 04:00:00
NORTE;725;58.6;2025-01-31 04:00:00
SUDESTE;725;58.6;2025-01-31 04:00:00
SUL;725;58.6;2025-01-31 04:00:00
NORDESTE;726;58.6;2025-01-31 05:00:00
NORTE;726;58.6;2025-01-31 05:00:00
SUDESTE;726;58.6;2025-01-31 05:00:00
SUL;726;58.6;2025-01-31 05:00:00
NORDESTE;727;58.6;2025-01-31 06:00:00
NORTE;727;58.6;2025-01-31 06:00:00
SUDESTE;727;58.6;2025-01-31 06:00:00
SUL;727;58.6;2025-01-31 06:00:00
NORDESTE;728;58.6;2025-01-31 07:00:00
NORTE;728;58.6;2025-01-31 07:00:00
SUDESTE;728;58.6;2025-01-31 07:00:00
SUL;728;58.6;2025-01-31 07:00:00
NORDESTE;729;58.6;2025-01-31 08:00:00
NORTE;729;58.6;2025-01-31 08:00:00
SUDESTE;729;58.6;2025-01-31 08:00:00
SUL;729;58.6;2025-01-31 08:00:00
NORDESTE;730;58.6;2025-01-31 09:00:00
NORTE;730;58.6;2025-01-31 09:00:00
SUDESTE;730;58.6;2025-01-31 09:00:00
SUL;730;58.6;2025-01-31 09:00:00
NORDESTE;731;58.6;2025-01-31 10:00:00
NORTE;731;58.6;2025-01-31 10:00:00
SUDESTE;731;58.6;2025-01-31 10:00:00
SUL;731;58.6;2025-01-31 10:00:00
NORDESTE;732;58.6;2025-01-31 11:00:00
NORTE;732;58.6;2025-01-31 11:00:00
SUDESTE;732;58.6;2025-01-31 11:00:00
SUL;732;58.6;2025-01-31 11:00:00
NORDESTE;733;58.6;2025-01-31 12:00:00
NORTE;733;58.6;2025-01-31 12:00:00
SUDESTE;733;58.6;2025-01-31 12:00:00
SUL;733;58.6;2025-01-31 12:00:00
NORDESTE;734;58.6;2025-01-31 13:00:00
NORTE;734;58.6;2025-01-31 13:00:00
SUDESTE;734;58.6;2025-01-31 13:00:00
SUL;734;58.6;2025-01-31 13:00:00
NORDESTE;735;58.6;2025-01-31 14:00:00
NORTE;735;58.6;2025-01-31 14:00:00
SUDESTE;735;58.6;2025-01-31 14:00:00
SUL;735;58.6;2025-01-31 14:00:00
NORDESTE;736;58.6;2025-01-31 15:00:00
NORTE;736;58.6;2025-01-31 15:00:00
SUDESTE;736;58.6;2025-01-31 15:00:00
SUL;736;58.6;2025-01-31 15:00:00
NORDESTE;737;58.6;2025-01-31 16:00:00
NORTE;737;58.6;2025-01-31 16:00:00
SUDESTE;737;58.6;2025-01-31 16:00:00
SUL;737;58.61;2025-01-31 16:00:00
NORDESTE;738;58.6;2025-01-31 17:00:00
NORTE;738;58.6;2025-01-31 17:00:00
SUDESTE;738;58.6;2025-01-31 17:00:00
SUL;738;58.61;2025-01-31 17:00:00
NORDESTE;739;58.6;2025-01-31 18:00:00
NORTE;739;58.6;2025-01-31 18:00:00
SUDESTE;739;59.77;2025-01-31 18:00:00
SUL;739;59.79;2025-01-31 18:00:00
NORDESTE;740;58.6;2025-01-31 19:00:00
NORTE;740;58.6;2025-01-31 19:00:00
SUDESTE;740;61.4;2025-01-31 19:00:00
SUL;740;61.42;2025-01-31 19:00:00
NORDESTE;741;58.6;2025-01-31 20:00:00
NORTE;741;58.6;2025-01-31 20:00:00
SUDESTE;741;61.37;2025-01-31 20:00:00
SUL;741;61.39;2025-01-31 20:00:00
NORDESTE;742;61.34;2025-01-31 21:00:00
NORTE;742;61.3;2025-01-31 21:00:00
SUDESTE;742;61.36;2025-01-31 21:00:00
SUL;742;61.38;2025-01-31 21:00:00
NORDESTE;743;60.5;2025-01-31 22:00:00
NORTE;743;60.46;2025-01-31 22:00:00
SUDESTE;743;60.52;2025-01-31 22:00:00
SUL;743;60.54;2025-01-31 22:00:00
NORDESTE;744;59.05;2025-01-31 23:00:00
NORTE;744;59.01;2025-01-31 23:00:00
SUDESTE;744;59.07;2025-01-31 23:00:00
SUL;744;59.09;2025-01-31 23:00:00
NORDESTE;1;58.6;2025-02-01 00:00:00
NORTE;1;58.6;2025-02-01 00:00:00
SUDESTE;1;58.6;2025-02-01 00:00:00
SUL;1;58.6;2025-02-01 00:00:00
NORDESTE;2;58.6;2025-02-01 01:00:00
NORTE;2;58.6;2025-02-01 01:00:00
SUDESTE;2;58.6;2025-02-01 01:00:00
SUL;2;58.6;2025-02-01 01:00:00
NORDESTE;3;58.6;2025-02-01 02:00:00
NORTE;3;58.6;2025-02-01 02:00:00
SUDESTE;3;58.6;2025-02-01 02:00:00
SUL;3;58.6;2025-02-01 02:00:00
NORDESTE;4;58.6;2025-02-01 03:00:00
NORTE;4;58.6;2025-02-01 03:00:00
SUDESTE;4;58.6;2025-02-01 03:00:00
SUL;4;58.6;2025-02-01 03:00:00
NORDESTE;5;58.6;2025-02-01 04:00:00
NORTE;5;58.6;2025-02-01 04:00:00
SUDESTE;5;58.6;2025-02-01 04:00:00
SUL;5;58.6;2025-02-01 04:00:00
NORDESTE;6;58.6;2025-02-01 05:00:00
NORTE;6;58.6;2025-02-01 05:00:00
SUDESTE;6;58.6;2025-02-01 05:00:00
SUL;6;58.6;2025-02-01 05:00:00
NORDESTE;7;58.6;2025-02-01 06:00:00
NORTE;7;58.6;2025-02-01 06:00:00
SUDESTE;7;58.6;2025-02-01 06:00:00
SUL;7;58.6;2025-02-01 06:00:00
NORDESTE;8;58.6;2025-02-01 07:00:00
NORTE;8;58.6;2025-02-01 07:00:00
SUDESTE;8;58.6;2025-02-01 07:00:00
SUL;8;58.6;2025-02-01 07:00:00
NORDESTE;9;58.6;2025-02-01 08:00:00
NORTE;9;58.6;2025-02-01 08:00:00
SUDESTE;9;58.6;2025-02-01 08:00:00
SUL;9;58.6;2025-02-01 08:00:00
NORDESTE;10;58.6;2025-02-01 09:00:00
NORTE;10;58.6;2025-02-01 09:00:00
SUDESTE;10;58.6;2025-02-01 09:00:00
SUL;10;58.6;2025-02-01 09:00:00
NORDESTE;11;58.6;2025-02-01 10:00:00
NORTE;11;58.6;2025-02-01 10:00:00
SUDESTE;11;58.6;2025-02-01 10:00:00
SUL;11;58.6;2025-02-01 10:00:00
NORDESTE;12;58.6;2025-02-01 11:00:00
NORTE;12;58.6;2025-02-01 11:00:00
SUDESTE;12;58.6;2025-02-01 11:00:00
SUL;12;58.6;2025-02-01 11:00:00
NORDESTE;13;58.6;2025-02-01 12:00:00
NORTE;13;58.6;2025-02-01 12:00:00
SUDESTE;13;58.6;2025-02-01 12:00:00
SUL;13;58.6;2025-02-01 12:00:00
NORDESTE;14;58.6;2025-02-01 13:00:00
NORTE;14;58.6;2025-02-01 13:00:00
SUDESTE;14;58.6;2025-02-01 13:00:00
SUL;14;58.6;2025-02-01 13:00:00
NORDESTE;15;58.6;2025-02-01 14:00:00
NORTE;15;58.6;2025-02-01 14:00:00
SUDESTE;15;58.6;2025-02-01 14:00:00
SUL;15;58.6;2025-02-01 14:00:00
NORDESTE;16;58.6;2025-02-01 15:00:00
NORTE;16;58.6;2025-02-01 15:00:00
SUDESTE;16;58.6;2025-02-01 15:00:00
SUL;16;58.6;2025-02-01 15:00:00
NORDESTE;17;58.6;2025-02-01 16:00:00
NORTE;17;58.6;2025-02-01 16:00:00
SUDESTE;17;58.6;2025-02-01 16:00:00
SUL;17;58.6;2025-02-01 16:00:00
NORDESTE;18;58.6;2025-02-01 17:00:00
NORTE;18;58.6;2025-02-01 17:00:00
SUDESTE;18;58.6;2025-02-01 17:00:00
SUL;18;58.6;2025-02-01 17:00:00
